PMID	Title	Keywords	Journal	Institution	Country	Year
15760179	Nuclear amination catalyzed by fungal laccases: reaction products of p-hydroquinones and primary aromatic amines.		The Journal of organic chemistry	"Institute of Pharmacy, Ernst-Moritz-Arndt University, Friedrich-Ludwig-Jahn Strasse 17, 17487 Greifswald, Germany."	Germany	2005
12485779	Amperometric biosensors based on recombinant laccases for phenols determination.		Biosensors & bioelectronics	"Institute of Biochemistry, Mokslininku 12, 2600 Vilnius, Lithuania. jkulys@bchi.it"	Lithuania	2003
12571021	Functional expression of a fungal laccase in Saccharomyces cerevisiae by directed evolution.		Applied and environmental microbiology	"Division of Chemistry and Chemical Engineering, California Institute of Technology, Pasadena, California 91125,USA."	USA	2003
12761390	"Structure of two fungal beta-1,4-galactanases: searching for the basis for temperature and pH optimum."		Protein science : a publication of the Protein Society	"Centre for Crystallographic Studies, Department of Chemistry, University of Copenhagen, DK-2100 Copenhagen, Denmark."	Denmark	2003
12817956	Spectroscopic characterization of the Leu513His variant of fungal laccase: effect of increased axial ligand interaction on the geometric and electronic structure of the type 1 Cu site.		Inorganic chemistry	"Department of Chemistry, Stanford University, Stanford, California 94305 and Novozymes Biotech, Davis, California 95616, USA."	USA	2003
12033819	Formation of bound residues of 8-hydroxybentazon by oxidoreductive catalysts in soil.		Journal of agricultural and food chemistry	"Department of Agricultural Chemistry, Kyungpook National University, 1370 Sankyuck-Dong, Buk-Gu, Daegu 702-701, Korea."	Korea	2002
12226723	Redox-mediated decolorization of synthetic dyes by fungal laccases.		Applied microbiology and biotechnology	"Johannes Gutenberg-Universitat Mainz, Institut fur Mikrobiologie und Weinforschung, Becherweg 15, 55099 Mainz, Germany. hclaus@mail.uni-mainz.de"	Germany	2002
14599353	Colorimetric assays for biodegradation of polycyclic aromatic hydrocarbons by fungal laccases.		Journal of biomolecular screening	"Division of Chemistry and Chemical Engineering 210-41, California Institute of Technology, Pasadena, CA, USA."	USA	2002
12202045	Toxicological studies on Laccase from Myceliophthora thermophila expressed in Aspergillus oryzae.		Regulatory toxicology and pharmacology : RTP	"Novozymes A/S, Krogshoejvej 36, DK-2880 Bagsvaerd, Denmark. dsbr@novozymes.com"	Denmark	2002
11694062	"Dioxygen reactivity of laccase: dependence on laccase source, pH, and anion inhibition."		Applied biochemistry and biotechnology	"Novo Nordisk Biotech, Inc, Davis, CA 95616, USA. fengxu@nnbt.com"	USA	2001
10347057	Comparison of fungal laccases and redox mediators in oxidation of a nonphenolic lignin model compound.		Applied and environmental microbiology	"Department of Biochemistry and Molecular Biology, University of Georgia, Athens, Georgia 30602-7229, USA."	USA	1999
9925554	"Biophysical characterization of fungal phytases (myo-inositol hexakisphosphate phosphohydrolases): molecular size, glycosylation pattern, and engineering of proteolytic resistance."		Applied and environmental microbiology	"VFB Department, F. Hoffmann-La Roche Ltd., CH-4070 Basel, Switzerland. markus.wyss@roche.com"	Switzerland	1999
9693103	"Site-directed mutations in fungal laccase: effect on redox potential, activity and pH profile."		The Biochemical journal	"Novo Nordisk Biotech, 1445 Drew Avenue, Davis, CA 95616, USA. fengxu@nnbt.com"	USA	1998
9776822	Fatal aortic Myceliophthora thermophila infection in a patient affected by cystic medial necrosis.		Medical mycology	"Microbiology Institute, Azienda Ospedaliera 'Ospedali Riuniti di Bergamo', Bergamo, Italy."	Italy	1998
9025298	The phytase subfamily of histidine acid phosphatases: isolation of genes for two novel phytases from the fungi Aspergillus terreus and Myceliophthora thermophila.		"Microbiology (Reading, England)"	"Biotechnology Section, Vitamins and Fine Chemicals Division, F. Hoffmann-La Roche AG, CH-4070 Basel, Switzerland."	Switzerland	1997
9251203	Characterization of the gene encoding an extracellular laccase of Myceliophthora thermophila and analysis of the recombinant enzyme expressed in Aspergillus oryzae.		Applied and environmental microbiology	"Novo Nordisk Biotech, Inc., Davis, California, USA. ramb@novo.dk"	USA	1997
8597577	"A study of a series of recombinant fungal laccases and bilirubin oxidase that exhibit significant differences in redox potential, substrate specificity, and stability."		Biochimica et biophysica acta	"Novo Nordisk Biotech, Davis, CA 95616 USA."	USA	1996
8938783	Posttraumatic gas-containing brain abscess caused by Clostridium perfringens with unique simultaneous fungal suppuration by Myceliophthora thermophila: case report.		Neurosurgery	"Division of Neurosurgery, Children's Hospital of Eastern Ontario, University of Ottawa Faculty of Medicine, Canada."	Canada	1996
1452676	"Fatal disseminated infection caused by Myceliophthora thermophila, a new agent of mycosis: case history and laboratory characteristics."		Journal of clinical microbiology	"Department of Laboratory Medicine, Geisinger Medical Center, Danville, Pennsylvania 17822."	Pennsylvania	1992
1506028	Induction and regulation of alpha-amylase synthesis in a cellulolytic thermophilic fungus Myceliophthora thermophila D14 (ATCC 48104).		Indian journal of experimental biology	"Department of Microbiology, Bose Institute, Calcutta, India."	India	1992
2269871	Purification and properties of an extracellular endoglucanase from Myceliophthora thermophila D-14 (ATCC 48104).		Journal of general microbiology	"Department of Microbiology, Bose Institute, Calcutta, India."	India	1990
2793591	Isolation and characterization of new thiol protease inhibitors estatins A and B.		The Journal of antibiotics	"Exploratory Research Laboratory, Toyo Jozo Co., Ltd., Shizuoka, Japan."	Japan	1989
16347725	Induction and Catabolite Repression of beta-Glucosidase Synthesis in Myceliophthora thermophila D-14 (= ATCC 48104).		Applied and environmental microbiology	"Department of Microbiology, Bose Institute, 93/1, Acharya Prafulla Chandra Road, Calcutta 700009, India."	India	1988
6685815	Thermophilic Myceliophthora thermophila decomposes cellulose		Mikrobiologiia			1983
